12-21 17:54:55.369   973  3286 D AURORA_DBG: [FusionLocalizer] VISION_MEASUREMENT | raw=(36.6, -19.3)mm @ -132.0°
12-21 17:54:55.369   973  3286 D FusionLocalizer: PREDICTED_POSE: (1429.0, 1229.0)mm @ 180.0°
12-21 17:54:55.369   973  3286 D AURORA_DBG: [FusionLocalizer] PREDICTED_POSE | (1429.0, 1229.0)mm @ 180.0°
12-21 17:54:55.369   973  3286 D FusionLocalizer: INNOVATION: Δ=(-1392.4, -1248.3)mm, Δheading=48.0°
12-21 17:54:55.369   973  3286 D AURORA_DBG: [FusionLocalizer] INNOVATION | Δ=(-1392.4, -1248.3)mm, Δheading=48.0°
12-21 17:54:55.370   973  3286 W FusionLocalizer: VISION_REJECTED: Mahalanobis distance too large: 17.03 > 15.00
12-21 17:54:55.370   973  3286 W AURORA_DBG: [FusionLocalizer] VISION_REJECTED: Mahalanobis distance too large: 17.03 > 15.00
12-21 17:54:55.377   973  3286 D AURORA_DBG: [FusionDriveTest] ODOM_POSE | (1429.0, 1229.0)mm @ 180.0°
12-21 17:54:55.378   973  3286 D AURORA_DBG: [FusionDriveTest] ABS_POSE | (1429.0, 1229.0)mm @ 180.0°
12-21 17:54:55.378   973  3286 D AURORA_DBG: [FusionDriveTest] MT1_RAW | (-0.003, -0.012)m @ -132.9°
12-21 17:54:55.378   973  3286 D AURORA_DBG: [FusionDriveTest] MT2_RAW | (-0.035, 0.020)m @ -132.0°
12-21 17:54:55.379   973  3286 D AURORA_DBG: [FusionDriveTest] MT_DIFF | Δ=(-0.032, 0.033)m, Δyaw=0.9°
12-21 17:54:55.379   973  3286 D AURORA_DBG: [FusionDriveTest] ODO_HEADING_INPUT | 180.0° (this is fed to MegaTag2)
12-21 17:54:55.423   973  3286 D FusionLocalizer: MT2_HEADING_INPUT: -133.3° (sent to Limelight, offset=47°, calibrated=YES)
12-21 17:54:55.423   973  3286 D FusionLocalizer: MT1_RAW: (0.006, -0.010)m @ -133.0°
12-21 17:54:55.424   973  3286 D FusionLocalizer: MT2_RAW: (-0.034, 0.022)m @ -132.0°
12-21 17:54:55.424   973  3286 D FusionLocalizer: VISION_MEASUREMENT: raw=(33.8, -22.0)mm @ -132.0°
12-21 17:54:55.425   973  3286 D FusionLocalizer: PREDICTED_POSE: (1429.0, 1229.0)mm @ -133.3°
12-21 17:54:55.425   973  3286 D FusionLocalizer: INNOVATION: Δ=(-1395.2, -1251.0)mm, Δheading=1.3°
12-21 17:54:55.426   973  3286 W FusionLocalizer: VISION_REJECTED: Mahalanobis distance too large: 16.76 > 15.00
12-21 17:54:55.426   973  3286 W AURORA_DBG: [FusionLocalizer] VISION_REJECTED: Mahalanobis distance too large: 16.76 > 15.00
12-21 17:54:55.469   973  3286 D FusionLocalizer: MT2_HEADING_INPUT: -133.3° (sent to Limelight, offset=47°, calibrated=YES)
12-21 17:54:55.469   973  3286 D FusionLocalizer: MT1_RAW: (0.008, -0.026)m @ -133.3°
12-21 17:54:55.469   973  3286 D FusionLocalizer: MT2_RAW: (-0.003, -0.015)m @ -133.3°
12-21 17:54:55.470   973  3286 D FusionLocalizer: VISION_MEASUREMENT: raw=(3.0, 15.3)mm @ -133.3°
12-21 17:54:55.470   973  3286 D FusionLocalizer: PREDICTED_POSE: (1429.0, 1229.0)mm @ -133.3°
12-21 17:54:55.470   973  3286 D FusionLocalizer: INNOVATION: Δ=(-1426.0, -1213.7)mm, Δheading=-0.0°
12-21 17:54:55.471   973  3286 W FusionLocalizer: VISION_REJECTED: Mahalanobis distance too large: 16.75 > 15.00
12-21 17:54:55.471   973  3286 W AURORA_DBG: [FusionLocalizer] VISION_REJECTED: Mahalanobis distance too large: 16.75 > 15.00
12-21 17:54:55.492   973  3286 D FusionLocalizer: MT2_HEADING_INPUT: -133.3° (sent to Limelight, offset=47°, calibrated=YES)
12-21 17:54:55.492   973  3286 D FusionLocalizer: MT1_RAW: (0.008, -0.026)m @ -133.3°
12-21 17:54:55.493   973  3286 D FusionLocalizer: MT2_RAW: (-0.003, -0.015)m @ -133.3°
12-21 17:54:55.493   973  3286 D FusionLocalizer: VISION_MEASUREMENT: raw=(3.0, 15.3)mm @ -133.3°
12-21 17:54:55.494   973  3286 D FusionLocalizer: PREDICTED_POSE: (1429.0, 1229.0)mm @ -133.3°
12-21 17:54:55.495   973  3286 D FusionLocalizer: INNOVATION: Δ=(-1426.0, -1213.7)mm, Δheading=-0.0°
12-21 17:54:55.496   973  3286 W FusionLocalizer: VISION_REJECTED: Mahalanobis distance too large: 16.75 > 15.00
12-21 17:54:55.497   973  3286 W AURORA_DBG: [FusionLocalizer] VISION_REJECTED: Mahalanobis distance too large: 16.75 > 15.00
12-21 17:54:55.513   973  3286 D FusionLocalizer: MT2_HEADING_INPUT: -133.3° (sent to Limelight, offset=47°, calibrated=YES)
12-21 17:54:55.513   973  3286 D FusionLocalizer: MT1_RAW: (-0.004, -0.008)m @ -132.7°
12-21 17:54:55.513   973  3286 D FusionLocalizer: MT2_RAW: (-0.001, -0.014)m @ -133.3°
12-21 17:54:55.514   973  3286 D FusionLocalizer: VISION_MEASUREMENT: raw=(1.2, 13.6)mm @ -133.3°
12-21 17:54:55.514   973  3286 D FusionLocalizer: PREDICTED_POSE: (1429.0, 1229.0)mm @ -133.3°
12-21 17:54:55.515   973  3286 D FusionLocalizer: INNOVATION: Δ=(-1427.8, -1215.4)mm, Δheading=-0.0°
12-21 17:54:55.515   973  3286 W FusionLocalizer: VISION_REJECTED: Mahalanobis distance too large: 16.77 > 15.00
12-21 17:54:55.518   973  3286 W AURORA_DBG: [FusionLocalizer] VISION_REJECTED: Mahalanobis distance too large: 16.77 > 15.00
12-21 17:54:55.535   973  3286 D FusionLocalizer: MT2_HEADING_INPUT: -133.3° (sent to Limelight, offset=47°, calibrated=YES)
12-21 17:54:55.535   973  3286 D FusionLocalizer: MT1_RAW: (-0.004, -0.008)m @ -132.7°
12-21 17:54:55.539   973  3286 D FusionLocalizer: MT2_RAW: (-0.001, -0.014)m @ -133.3°
12-21 17:54:55.539   973  3286 D FusionLocalizer: VISION_MEASUREMENT: raw=(1.2, 13.6)mm @ -133.3°
12-21 17:54:55.539   973  3286 D FusionLocalizer: PREDICTED_POSE: (1429.0, 1229.0)mm @ -133.3°
12-21 17:54:55.540   973  3286 D FusionLocalizer: INNOVATION: Δ=(-1427.8, -1215.4)mm, Δheading=-0.0°
